station,valid,tmpc,dwpc,drct,sped,mslp
LGA,2023-08-11 01:40,22.22,20.00,300.00,6.90,M
LGA,2023-08-11 01:51,22.22,20.00,300.00,6.90,1002.90
LGA,2023-08-11 02:38,22.22,20.00,290.00,8.05,M
LGA,2023-08-11 02:51,22.22,20.00,260.00,5.75,1002.80
LGA,2023-08-11 03:51,22.22,20.00,300.00,11.50,1003.10
LGA,2023-08-11 04:51,22.22,19.44,300.00,10.35,1003.20
LGA,2023-08-11 05:51,21.67,18.89,300.00,8.05,1003.80
LGA,2023-08-11 06:51,21.67,18.33,300.00,8.05,1004.20
LGA,2023-08-11 07:51,21.67,17.22,310.00,8.05,1004.60
LGA,2023-08-11 08:51,22.22,16.67,300.00,10.35,1005.40
LGA,2023-08-11 09:51,21.11,16.67,270.00,6.90,1006.00
LGA,2023-08-11 10:51,21.67,17.22,300.00,14.95,1006.80
LGA,2023-08-11 11:51,21.67,16.67,300.00,12.65,1007.60
LGA,2023-08-11 12:51,22.78,16.67,330.00,5.75,1007.60
LGA,2023-08-11 13:51,23.89,16.67,320.00,4.60,1008.00
LGA,2023-08-11 14:51,25.00,15.56,250.00,8.05,1008.50
LGA,2023-08-11 15:51,26.67,15.56,270.00,12.65,1008.40
LGA,2023-08-11 16:51,27.78,15.56,290.00,10.35,1008.40
LGA,2023-08-11 17:51,28.89,15.00,300.00,13.80,1008.20
LGA,2023-08-11 18:51,29.44,13.33,260.00,12.65,1008.40
LGA,2023-08-11 19:51,28.89,13.89,300.00,11.50,1008.20
LGA,2023-08-11 20:51,28.89,14.44,300.00,10.35,1008.30
LGA,2023-08-11 21:51,28.89,15.00,300.00,14.95,1008.60
LGA,2023-08-11 22:51,28.89,14.44,290.00,8.05,1008.90
LGA,2023-08-11 23:51,27.22,16.11,300.00,8.05,1009.40
LGA,2023-08-12 00:51,26.67,15.56,260.00,4.60,1010.10
LGA,2023-08-12 01:51,27.78,14.44,260.00,3.45,1010.70
LGA,2023-08-12 02:51,27.22,14.44,0.00,0.00,1011.00
LGA,2023-08-12 03:51,26.11,15.56,30.00,4.60,1011.40
LGA,2023-08-12 04:51,23.89,18.33,60.00,5.75,1011.70
LGA,2023-08-12 05:51,23.33,17.78,50.00,3.45,1011.90
LGA,2023-08-12 06:51,22.78,18.33,50.00,4.60,1012.30
LGA,2023-08-12 07:51,22.22,18.33,50.00,5.75,1012.30
LGA,2023-08-12 08:51,21.67,17.22,40.00,4.60,1012.30
LGA,2023-08-12 09:51,21.11,17.22,0.00,0.00,1012.60
LGA,2023-08-12 10:51,21.67,17.22,30.00,3.45,1012.60
LGA,2023-08-12 11:51,22.78,16.67,60.00,4.60,1012.90
LGA,2023-08-12 12:51,23.33,16.67,40.00,6.90,1012.60
LGA,2023-08-12 13:51,23.89,17.22,50.00,9.20,1012.50
LGA,2023-08-12 14:51,25.00,18.33,60.00,9.20,1012.30
LGA,2023-08-12 15:51,26.11,18.33,170.00,9.20,1012.40
LGA,2023-08-12 16:51,27.78,20.00,190.00,8.05,1011.80
LGA,2023-08-12 17:51,30.00,18.89,M,6.90,1011.00
LGA,2023-08-12 18:51,27.78,20.56,160.00,13.80,1011.00
LGA,2023-08-12 19:51,25.56,20.56,190.00,12.65,1010.40
LGA,2023-08-12 20:51,27.22,20.00,170.00,13.80,1010.10
LGA,2023-08-12 21:51,26.67,20.00,180.00,16.10,1010.00
LGA,2023-08-12 22:51,26.67,20.56,170.00,12.65,1010.20
LGA,2023-08-12 23:51,26.11,21.67,170.00,12.65,1009.90
