station,valid,tmpc,dwpc,drct,sped,mslp
JRB,2023-08-07 02:56,23.89,20.00,180.00,9.20,1015.50
JRB,2023-08-07 03:56,23.89,20.00,210.00,5.75,1015.40
JRB,2023-08-07 04:56,23.89,20.00,250.00,3.45,1015.20
JRB,2023-08-07 05:56,23.89,19.44,210.00,5.75,1014.60
JRB,2023-08-07 06:56,23.89,20.00,220.00,5.75,1014.40
JRB,2023-08-07 07:56,23.33,20.00,210.00,5.75,1014.10
JRB,2023-08-07 08:13,23.00,20.00,240.00,4.60,M
JRB,2023-08-07 08:56,22.78,20.00,200.00,4.60,1013.70
JRB,2023-08-07 09:06,22.00,20.00,230.00,10.35,M
JRB,2023-08-07 09:26,21.00,19.00,230.00,11.50,M
JRB,2023-08-07 09:56,20.00,18.33,220.00,6.90,1014.30
JRB,2023-08-07 10:07,20.00,18.00,M,5.75,M
JRB,2023-08-07 10:42,21.00,19.00,260.00,3.45,M
JRB,2023-08-07 10:56,20.56,18.89,M,3.45,1013.80
JRB,2023-08-07 11:09,21.00,20.00,170.00,6.90,M
JRB,2023-08-07 11:40,21.00,21.00,170.00,5.75,M
JRB,2023-08-07 11:56,21.11,21.11,M,4.60,1013.80
JRB,2023-08-07 12:56,21.67,21.67,210.00,5.75,1013.60
JRB,2023-08-07 13:41,22.00,21.00,200.00,6.90,M
JRB,2023-08-07 13:56,22.78,21.11,220.00,5.75,1013.40
JRB,2023-08-07 14:56,23.33,21.67,220.00,6.90,1013.10
JRB,2023-08-07 15:14,23.00,22.00,M,4.60,M
JRB,2023-08-07 15:56,25.00,22.22,240.00,6.90,1012.30
JRB,2023-08-07 16:41,27.00,21.00,220.00,8.05,M
JRB,2023-08-07 16:56,27.22,21.11,M,6.90,1011.40
JRB,2023-08-07 17:56,26.67,20.00,180.00,10.35,1011.30
JRB,2023-08-07 18:51,27.00,21.00,160.00,12.65,M
JRB,2023-08-07 18:56,26.67,21.11,170.00,11.50,1010.40
JRB,2023-08-07 19:25,27.00,21.00,180.00,11.50,M
JRB,2023-08-07 19:56,26.11,21.67,160.00,10.35,1009.90
JRB,2023-08-07 20:25,26.00,22.00,170.00,13.80,M
JRB,2023-08-07 20:51,26.00,22.00,170.00,13.80,M
JRB,2023-08-07 20:56,25.56,21.67,170.00,9.20,1009.30
JRB,2023-08-07 21:36,26.00,22.00,160.00,9.20,M
JRB,2023-08-07 21:56,25.56,21.67,170.00,8.05,1009.00
JRB,2023-08-07 22:09,26.00,22.00,170.00,12.65,M
JRB,2023-08-07 22:56,25.00,21.67,160.00,12.65,1008.50
JRB,2023-08-07 23:29,25.00,22.00,170.00,13.80,M
JRB,2023-08-07 23:56,25.00,21.67,170.00,11.50,1009.00
JRB,2023-08-08 00:08,25.00,22.00,190.00,10.35,M
JRB,2023-08-08 00:34,25.00,22.00,190.00,11.50,M
JRB,2023-08-08 00:49,24.00,22.00,230.00,11.50,M
JRB,2023-08-08 00:56,23.89,21.67,240.00,14.95,1009.20
JRB,2023-08-08 01:13,23.00,20.00,250.00,16.10,M
JRB,2023-08-08 01:56,22.22,20.00,230.00,6.90,1007.90
JRB,2023-08-08 02:56,21.67,20.00,210.00,5.75,1007.20
JRB,2023-08-08 03:56,21.67,20.00,210.00,11.50,1007.20
JRB,2023-08-08 04:56,21.67,19.44,M,4.60,1006.60
JRB,2023-08-08 05:56,21.67,19.44,200.00,6.90,1006.50
JRB,2023-08-08 06:56,22.22,19.44,200.00,5.75,1005.80
JRB,2023-08-08 07:26,22.00,19.00,240.00,4.60,M
JRB,2023-08-08 07:56,21.67,20.00,230.00,4.60,1005.20
JRB,2023-08-08 08:11,22.00,20.00,260.00,3.45,M
JRB,2023-08-08 08:56,22.22,20.00,250.00,4.60,1004.80
JRB,2023-08-08 09:07,22.00,19.00,230.00,5.75,M
JRB,2023-08-08 09:52,22.00,19.00,250.00,5.75,M
JRB,2023-08-08 09:56,22.22,19.44,250.00,5.75,1004.80
JRB,2023-08-08 10:11,22.00,19.00,260.00,5.75,M
JRB,2023-08-08 10:56,22.22,20.00,270.00,5.75,1005.10
JRB,2023-08-08 11:23,22.00,20.00,250.00,6.90,M
JRB,2023-08-08 11:51,23.00,20.00,230.00,5.75,M
JRB,2023-08-08 11:56,22.78,20.00,220.00,5.75,1005.10
JRB,2023-08-08 12:27,23.00,20.00,230.00,4.60,M
JRB,2023-08-08 12:56,23.33,20.56,220.00,5.75,1004.80
JRB,2023-08-08 13:56,23.33,20.00,270.00,11.50,1004.40
JRB,2023-08-08 14:56,24.44,20.00,270.00,11.50,1004.10
JRB,2023-08-08 15:28,26.00,19.00,270.00,12.65,M
JRB,2023-08-08 15:56,25.56,18.33,260.00,14.95,1003.40
JRB,2023-08-08 16:56,25.00,17.78,260.00,16.10,1003.20
JRB,2023-08-08 17:56,26.67,17.22,260.00,13.80,1002.90
JRB,2023-08-08 18:56,25.56,17.22,260.00,16.10,1003.00
JRB,2023-08-08 19:56,26.67,17.22,260.00,20.70,1003.50
JRB,2023-08-08 20:56,26.11,17.22,270.00,13.80,1003.80
JRB,2023-08-08 21:56,25.56,16.67,M,6.90,1003.80
JRB,2023-08-08 22:56,25.00,16.11,M,5.75,1003.90
JRB,2023-08-08 23:56,23.89,16.11,M,3.45,1005.10
JRB,2023-08-09 00:56,23.33,15.56,M,3.45,1005.40
JRB,2023-08-09 01:56,23.33,16.11,M,3.45,1005.60
JRB,2023-08-09 02:56,23.33,16.11,M,6.90,1005.70
JRB,2023-08-09 03:56,23.33,15.56,M,6.90,1006.00
JRB,2023-08-09 04:56,22.78,15.56,270.00,11.50,1005.90
JRB,2023-08-09 05:56,22.78,15.56,M,5.75,1005.60
JRB,2023-08-09 06:56,22.22,15.56,M,4.60,1005.30
JRB,2023-08-09 07:56,22.22,15.00,270.00,8.05,1005.40
JRB,2023-08-09 08:56,21.67,15.56,270.00,9.20,1005.90
JRB,2023-08-09 09:56,21.11,15.56,M,4.60,1006.20
JRB,2023-08-09 10:56,21.11,15.00,250.00,11.50,1006.70
JRB,2023-08-09 11:56,21.67,15.56,260.00,8.05,1007.40
JRB,2023-08-09 12:56,22.78,15.00,M,5.75,1008.00
JRB,2023-08-09 13:56,25.56,15.00,M,5.75,1007.90
JRB,2023-08-09 14:56,27.78,15.00,M,4.60,1007.70
JRB,2023-08-09 15:56,28.89,15.00,M,3.45,1007.50
JRB,2023-08-09 16:56,29.44,14.44,340.00,5.75,1007.30
JRB,2023-08-09 17:56,30.00,13.89,M,4.60,1007.10
JRB,2023-08-09 18:56,30.56,15.00,280.00,8.05,1006.90
JRB,2023-08-09 19:56,31.11,14.44,270.00,10.35,1007.20
JRB,2023-08-09 20:56,31.11,14.44,260.00,12.65,1007.30
JRB,2023-08-09 21:56,28.89,15.56,270.00,10.35,1006.80
JRB,2023-08-09 22:56,27.78,15.56,280.00,10.35,1007.00
JRB,2023-08-09 23:56,26.67,15.56,0.00,0.00,1007.50
JRB,2023-08-10 00:56,26.11,16.11,250.00,6.90,1008.20
JRB,2023-08-10 01:56,25.56,13.33,M,4.60,1009.00
JRB,2023-08-10 02:56,24.44,13.89,M,4.60,1009.30
JRB,2023-08-10 03:56,23.89,14.44,250.00,4.60,1009.40
JRB,2023-08-10 04:56,23.33,16.11,240.00,3.45,1009.10
JRB,2023-08-10 05:56,22.78,16.67,240.00,4.60,1008.70
JRB,2023-08-10 06:56,22.78,16.67,270.00,3.45,1008.30
JRB,2023-08-10 07:56,22.78,17.22,210.00,3.45,1007.90
JRB,2023-08-10 08:56,22.22,17.22,0.00,0.00,1007.60
JRB,2023-08-10 09:56,22.22,16.11,240.00,3.45,1007.70
JRB,2023-08-10 10:56,22.78,17.22,230.00,4.60,1007.30
JRB,2023-08-10 11:56,22.78,17.22,210.00,3.45,1007.60
JRB,2023-08-10 12:56,23.89,18.33,0.00,0.00,1007.20
JRB,2023-08-10 13:56,25.00,18.89,0.00,0.00,1007.30
JRB,2023-08-10 14:56,26.11,20.00,M,4.60,1007.00
JRB,2023-08-10 15:56,27.22,20.00,190.00,4.60,1006.30
JRB,2023-08-10 16:56,26.11,20.56,150.00,5.75,1005.80
JRB,2023-08-10 17:56,25.56,21.11,0.00,0.00,1005.30
JRB,2023-08-10 18:56,24.44,20.00,220.00,9.20,1005.00
JRB,2023-08-10 19:56,22.78,20.00,210.00,3.45,1004.00
JRB,2023-08-10 20:45,22.00,21.00,0.00,0.00,M
JRB,2023-08-10 20:56,22.22,20.56,M,5.75,1003.60
JRB,2023-08-10 20:59,22.00,21.00,170.00,8.05,M
JRB,2023-08-10 21:01,22.00,21.00,210.00,8.05,M
JRB,2023-08-10 21:08,22.00,21.00,250.00,9.20,M
JRB,2023-08-10 21:10,22.00,21.00,250.00,9.20,M
JRB,2023-08-10 21:19,22.00,21.00,240.00,6.90,M
JRB,2023-08-10 21:33,22.00,21.00,180.00,4.60,M
JRB,2023-08-10 21:56,21.11,20.56,0.00,0.00,1002.70
JRB,2023-08-10 22:28,22.00,21.00,0.00,0.00,M
JRB,2023-08-10 22:46,22.00,21.00,200.00,4.60,M
JRB,2023-08-10 22:56,21.67,20.56,190.00,3.45,1002.70
JRB,2023-08-10 23:12,22.00,21.00,270.00,4.60,M
JRB,2023-08-10 23:23,22.00,21.00,280.00,3.45,M
JRB,2023-08-10 23:36,22.00,22.00,270.00,3.45,M
JRB,2023-08-10 23:56,21.11,21.11,260.00,4.60,1002.70
JRB,2023-08-11 00:04,21.00,21.00,250.00,3.45,M
JRB,2023-08-11 00:49,21.00,M,250.00,4.60,M
JRB,2023-08-11 00:56,21.67,M,260.00,4.60,1003.10
JRB,2023-08-11 01:28,22.00,M,250.00,6.90,M
JRB,2023-08-11 01:56,21.67,M,M,4.60,1003.40
JRB,2023-08-11 02:31,22.00,M,M,5.75,M
JRB,2023-08-11 02:54,22.00,M,260.00,4.60,M
JRB,2023-08-11 02:56,21.67,M,260.00,5.75,1003.50
JRB,2023-08-11 03:20,22.00,M,260.00,4.60,M
JRB,2023-08-11 03:56,21.67,M,260.00,5.75,1003.80
JRB,2023-08-11 04:56,21.11,20.56,0.00,0.00,1004.00
JRB,2023-08-11 05:56,21.11,19.44,240.00,3.45,1004.30
JRB,2023-08-11 06:56,21.11,18.33,260.00,5.75,1004.90
JRB,2023-08-11 07:56,21.11,18.89,250.00,5.75,1005.30
JRB,2023-08-11 08:56,20.56,18.33,260.00,5.75,1006.20
JRB,2023-08-11 09:56,20.00,17.78,0.00,0.00,1006.80
JRB,2023-08-11 10:56,20.00,17.78,240.00,6.90,1007.80
JRB,2023-08-11 11:56,20.56,17.78,240.00,6.90,1008.30
JRB,2023-08-11 12:56,21.67,17.78,240.00,9.20,1008.40
JRB,2023-08-11 13:56,23.89,17.78,250.00,9.20,1009.00
JRB,2023-08-11 14:56,25.56,17.78,230.00,8.05,1009.30
JRB,2023-08-11 15:56,27.22,17.22,260.00,10.35,1009.20
JRB,2023-08-11 16:56,28.33,17.22,250.00,10.35,1008.90
JRB,2023-08-11 17:56,28.89,15.56,260.00,16.10,1009.00
JRB,2023-08-11 18:56,28.33,16.11,260.00,12.65,1008.90
JRB,2023-08-11 19:56,28.89,15.00,250.00,9.20,1008.80
JRB,2023-08-11 20:56,29.44,15.56,250.00,9.20,1008.80
JRB,2023-08-11 21:56,29.44,15.56,M,5.75,1009.20
JRB,2023-08-11 22:56,27.78,16.67,250.00,6.90,1009.40
JRB,2023-08-11 23:56,27.22,15.00,250.00,3.45,1009.90
JRB,2023-08-12 00:56,26.11,15.56,270.00,4.60,1010.60
JRB,2023-08-12 01:56,25.00,17.22,0.00,0.00,1011.30
JRB,2023-08-12 02:56,24.44,17.22,230.00,3.45,1011.80
JRB,2023-08-12 03:56,23.89,18.33,0.00,0.00,1011.90
JRB,2023-08-12 04:56,23.89,16.67,260.00,4.60,1012.10
JRB,2023-08-12 05:56,23.33,17.22,50.00,8.05,1012.10
JRB,2023-08-12 06:56,23.89,15.56,50.00,6.90,1012.60
JRB,2023-08-12 07:56,23.33,15.56,30.00,9.20,1012.50
JRB,2023-08-12 08:56,23.33,16.11,30.00,8.05,1012.70
JRB,2023-08-12 09:56,22.78,15.56,40.00,8.05,1012.70
JRB,2023-08-12 10:56,22.78,15.56,30.00,6.90,1013.10
JRB,2023-08-12 11:56,22.78,17.22,40.00,9.20,1013.30
JRB,2023-08-12 12:56,24.44,17.78,40.00,6.90,1013.10
JRB,2023-08-12 13:56,26.11,18.33,40.00,5.75,1012.90
JRB,2023-08-12 14:56,26.67,16.67,M,4.60,1012.80
JRB,2023-08-12 15:56,26.67,19.44,M,3.45,1012.80
JRB,2023-08-12 16:56,28.89,20.56,M,4.60,1012.40
JRB,2023-08-12 17:56,29.44,20.56,230.00,4.60,1011.50
JRB,2023-08-12 18:17,29.00,21.00,230.00,5.75,M
JRB,2023-08-12 18:32,29.00,21.00,230.00,11.50,M
JRB,2023-08-12 18:56,27.78,22.22,M,5.75,1011.30
JRB,2023-08-12 19:18,27.00,21.00,190.00,6.90,M
JRB,2023-08-12 19:39,26.00,21.00,190.00,9.20,M
JRB,2023-08-12 19:56,27.22,20.56,180.00,11.50,1010.70
JRB,2023-08-12 20:56,27.22,20.56,180.00,10.35,1011.00
JRB,2023-08-12 21:56,27.22,20.56,180.00,8.05,1010.60
JRB,2023-08-12 22:56,26.67,20.56,220.00,8.05,1010.80
JRB,2023-08-12 23:56,26.11,20.56,M,5.75,1010.70
