station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOKX,2023-07-31 12:00:00,5,263.0,10372.0,-37.5,-71.5,M,M,85.0,24.0
KOKX,2023-07-31 12:00:00,6,251.6,10668.0,M,M,245.0,96,84.0,25.0
KOKX,2023-07-31 12:00:00,4,250.0,10721.0,-38.3,-72.3,245.0,90,84.0,25.0
KOKX,2023-07-31 12:00:00,5,247.0,10804.0,-38.3,-71.3,M,M,84.0,26.0
KOKX,2023-07-31 12:00:00,6,240.0,M,M,M,245.0,85,83.0,27.0
KOKX,2023-07-31 12:00:00,6,230.1,11278.0,M,M,245.0,85,82.0,28.0
KOKX,2023-07-31 12:00:00,6,213.0,M,M,M,235.0,91,80.0,30.0
KOKX,2023-07-31 12:00:00,6,210.1,11887.0,M,M,235.0,91,80.0,31.0
KOKX,2023-07-31 12:00:00,5,207.0,11996.0,-47.1,-77.1,M,M,80.0,31.0
KOKX,2023-07-31 12:00:00,6,202.0,M,M,M,240.0,95,79.0,32.0
KOKX,2023-07-31 12:00:00,6,200.6,12192.0,M,M,240.0,95,79.0,32.0
KOKX,2023-07-31 12:00:00,4,200.0,12223.0,-48.3,-78.3,240.0,92,79.0,32.0
KOKX,2023-07-31 12:00:00,5,196.0,12355.0,-48.7,-78.7,M,M,78.0,33.0
KOKX,2023-07-31 12:00:00,6,190.0,M,M,M,250.0,83,78.0,34.0
KOKX,2023-07-31 12:00:00,5,184.0,12769.0,-50.7,-79.7,M,M,78.0,35.0
KOKX,2023-07-31 12:00:00,5,183.0,12804.0,-51.1,-81.1,M,M,78.0,35.0
KOKX,2023-07-31 12:00:00,6,182.7,12802.0,M,M,250.0,83,78.0,35.0
KOKX,2023-07-31 12:00:00,5,178.0,12984.0,-52.5,-81.5,M,M,78.0,36.0
KOKX,2023-07-31 12:00:00,5,173.0,13167.0,-54.1,-83.1,M,M,78.0,37.0
KOKX,2023-07-31 12:00:00,5,171.0,13241.0,-54.5,-82.5,M,M,78.0,37.0
KOKX,2023-07-31 12:00:00,5,168.0,13354.0,-55.3,-83.3,M,M,78.0,37.0
KOKX,2023-07-31 12:00:00,6,166.0,M,M,M,260.0,78,78.0,38.0
KOKX,2023-07-31 12:00:00,6,159.0,M,M,M,265.0,70,78.0,39.0
KOKX,2023-07-31 12:00:00,6,158.4,13716.0,M,M,260.0,78,78.0,39.0
KOKX,2023-07-31 12:00:00,6,157.0,M,M,M,265.0,76,78.0,39.0
KOKX,2023-07-31 12:00:00,4,150.0,14071.0,-58.7,-85.7,255.0,65,78.0,40.0
KOKX,2023-07-31 12:00:00,6,138.0,M,M,M,260.0,60,78.0,42.0
KOKX,2023-07-31 12:00:00,5,137.0,14639.0,-59.7,-86.7,M,M,78.0,42.0
KOKX,2023-07-31 12:00:00,6,131.0,M,M,M,260.0,58,78.0,43.0
KOKX,2023-07-31 12:00:00,6,130.4,14935.0,M,M,260.0,60,78.0,43.0
KOKX,2023-07-31 12:00:00,5,130.0,14967.0,-59.1,-85.1,M,M,78.0,43.0
KOKX,2023-07-31 12:00:00,6,124.2,15240.0,M,M,260.0,54,78.0,44.0
KOKX,2023-07-31 12:00:00,6,119.0,M,M,M,240.0,46,78.0,45.0
KOKX,2023-07-31 12:00:00,5,118.0,15569.0,-62.5,-88.5,M,M,78.0,45.0
KOKX,2023-07-31 12:00:00,5,114.0,15781.0,-63.7,-88.7,M,M,77.0,46.0
KOKX,2023-07-31 12:00:00,6,112.5,15850.0,M,M,240.0,46,77.0,46.0
KOKX,2023-07-31 12:00:00,6,110.0,M,M,M,250.0,52,77.0,46.0
KOKX,2023-07-31 12:00:00,6,107.1,16154.0,M,M,250.0,52,77.0,47.0
KOKX,2023-07-31 12:00:00,5,106.0,16225.0,-65.3,-90.3,M,M,77.0,47.0
KOKX,2023-07-31 12:00:00,5,105.0,16283.0,-65.3,-90.3,250.0,44,77.0,47.0
KOKX,2023-07-31 12:00:00,4,100.0,16580.0,-64.5,-89.5,250.0,41,77.0,48.0
KOKX,2023-07-31 12:00:00,5,97.7,16722.0,-64.7,-89.7,M,M,77.0,48.0
KOKX,2023-07-31 12:00:00,6,96.5,M,M,M,250.0,35,77.0,48.0
KOKX,2023-07-31 12:00:00,5,93.6,16984.0,-64.9,-89.9,M,M,77.0,48.0
KOKX,2023-07-31 12:00:00,6,92.2,17069.0,M,M,250.0,35,77.0,49.0
KOKX,2023-07-31 12:00:00,5,90.8,17169.0,-63.7,-88.7,M,M,77.0,49.0
KOKX,2023-07-31 12:00:00,6,90.7,M,M,M,245.0,50,77.0,49.0
KOKX,2023-07-31 12:00:00,6,89.4,M,M,M,240.0,40,77.0,49.0
KOKX,2023-07-31 12:00:00,6,87.7,17374.0,M,M,245.0,50,77.0,49.0
KOKX,2023-07-31 12:00:00,6,83.5,17678.0,M,M,240.0,40,76.0,50.0
KOKX,2023-07-31 12:00:00,6,81.6,M,M,M,255.0,31,76.0,50.0
KOKX,2023-07-31 12:00:00,5,81.1,M,-59.1,M,M,M,76.0,50.0
KOKX,2023-07-31 12:00:00,5,80.3,M,-59.3,M,250.0,28,76.0,51.0
