station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOKX,2023-07-21 12:00:00,4,500.0,5764.0,-10.3,-11.8,235.0,30,42.0,6.0
KOKX,2023-07-21 12:00:00,6,478.6,6096.0,M,M,260.0,31,43.0,7.0
KOKX,2023-07-21 12:00:00,5,450.0,6570.0,-13.9,-15.8,M,M,47.0,8.0
KOKX,2023-07-21 12:00:00,6,447.0,M,M,M,265.0,29,47.0,8.0
KOKX,2023-07-21 12:00:00,5,434.0,6845.0,-15.5,-17.2,M,M,49.0,8.0
KOKX,2023-07-21 12:00:00,6,424.4,7010.0,M,M,260.0,27,50.0,8.0
KOKX,2023-07-21 12:00:00,5,410.0,7272.0,-18.3,-20.6,M,M,51.0,8.0
KOKX,2023-07-21 12:00:00,5,407.0,7327.0,-18.5,-20.5,M,M,51.0,8.0
KOKX,2023-07-21 12:00:00,6,404.0,M,M,M,245.0,24,51.0,9.0
KOKX,2023-07-21 12:00:00,4,400.0,7456.0,-19.5,-21.9,245.0,25,51.0,9.0
KOKX,2023-07-21 12:00:00,6,391.5,7620.0,M,M,245.0,25,51.0,9.0
KOKX,2023-07-21 12:00:00,5,374.0,7952.0,-22.9,-26.2,M,M,52.0,9.0
KOKX,2023-07-21 12:00:00,5,352.0,8393.0,-26.1,-28.5,M,M,52.0,10.0
KOKX,2023-07-21 12:00:00,5,338.0,8686.0,-27.9,-31.7,M,M,53.0,10.0
KOKX,2023-07-21 12:00:00,6,333.0,M,M,M,240.0,22,53.0,10.0
KOKX,2023-07-21 12:00:00,6,331.1,8839.0,M,M,240.0,22,53.0,10.0
KOKX,2023-07-21 12:00:00,6,317.2,9144.0,M,M,230.0,25,53.0,11.0
KOKX,2023-07-21 12:00:00,6,316.0,M,M,M,225.0,26,53.0,11.0
KOKX,2023-07-21 12:00:00,5,312.0,9255.0,-32.7,-35.9,M,M,53.0,11.0
KOKX,2023-07-21 12:00:00,4,300.0,9530.0,-34.7,-40.7,230.0,31,53.0,11.0
KOKX,2023-07-21 12:00:00,5,295.0,9647.0,-35.7,-42.7,M,M,53.0,12.0
KOKX,2023-07-21 12:00:00,5,279.0,10031.0,-39.7,-44.3,M,M,52.0,12.0
KOKX,2023-07-21 12:00:00,6,254.0,M,M,M,235.0,38,53.0,14.0
KOKX,2023-07-21 12:00:00,6,253.9,10668.0,M,M,235.0,37,53.0,14.0
KOKX,2023-07-21 12:00:00,4,250.0,10770.0,-46.7,-50.4,230.0,38,53.0,14.0
KOKX,2023-07-21 12:00:00,5,234.0,11205.0,-50.3,-53.7,M,M,53.0,15.0
KOKX,2023-07-21 12:00:00,6,230.0,M,M,M,245.0,58,53.0,15.0
KOKX,2023-07-21 12:00:00,6,220.8,11582.0,M,M,245.0,58,54.0,16.0
KOKX,2023-07-21 12:00:00,5,213.0,11812.0,-54.7,-56.7,250.0,64,54.0,17.0
KOKX,2023-07-21 12:00:00,5,203.0,12120.0,-53.7,-56.6,M,M,55.0,18.0
KOKX,2023-07-21 12:00:00,4,200.0,12216.0,-53.9,-57.1,265.0,65,56.0,18.0
KOKX,2023-07-21 12:00:00,6,197.0,M,M,M,265.0,69,56.0,18.0
KOKX,2023-07-21 12:00:00,6,191.3,12497.0,M,M,265.0,69,57.0,19.0
KOKX,2023-07-21 12:00:00,5,188.0,12614.0,-52.5,-57.5,M,M,58.0,19.0
KOKX,2023-07-21 12:00:00,6,182.0,M,M,M,275.0,68,59.0,20.0
KOKX,2023-07-21 12:00:00,5,179.0,12930.0,-53.7,-59.7,M,M,60.0,20.0
KOKX,2023-07-21 12:00:00,6,174.0,13106.0,M,M,275.0,68,61.0,21.0
KOKX,2023-07-21 12:00:00,5,173.0,13150.0,-52.7,-59.7,M,M,61.0,21.0
KOKX,2023-07-21 12:00:00,6,166.0,13411.0,M,M,280.0,46,62.0,22.0
KOKX,2023-07-21 12:00:00,5,165.0,13455.0,-53.3,-61.3,M,M,62.0,22.0
KOKX,2023-07-21 12:00:00,6,163.0,M,M,M,270.0,36,63.0,22.0
KOKX,2023-07-21 12:00:00,4,150.0,14064.0,-56.1,-66.1,270.0,30,64.0,23.0
KOKX,2023-07-21 12:00:00,5,149.0,14107.0,-56.3,-66.3,265.0,30,64.0,23.0
KOKX,2023-07-21 12:00:00,6,143.8,14326.0,M,M,265.0,30,64.0,23.0
KOKX,2023-07-21 12:00:00,6,137.0,M,M,M,245.0,45,64.0,24.0
KOKX,2023-07-21 12:00:00,6,130.6,14935.0,M,M,245.0,45,64.0,25.0
KOKX,2023-07-21 12:00:00,6,129.0,M,M,M,250.0,50,64.0,25.0
KOKX,2023-07-21 12:00:00,6,124.3,15240.0,M,M,250.0,50,64.0,26.0
KOKX,2023-07-21 12:00:00,5,122.0,15361.0,-61.3,-74.3,255.0,47,65.0,26.0
KOKX,2023-07-21 12:00:00,5,120.0,15463.0,-61.5,-75.5,M,M,65.0,26.0
KOKX,2023-07-21 12:00:00,6,117.0,M,M,M,265.0,43,65.0,26.0
KOKX,2023-07-21 12:00:00,5,111.0,15950.0,-58.3,-74.3,M,M,65.0,27.0
KOKX,2023-07-21 12:00:00,6,110.0,M,M,M,255.0,30,65.0,27.0
KOKX,2023-07-21 12:00:00,5,109.0,16064.0,-57.7,-73.7,M,M,65.0,27.0
KOKX,2023-07-21 12:00:00,6,106.0,M,M,M,270.0,26,66.0,28.0
KOKX,2023-07-21 12:00:00,6,102.3,16459.0,M,M,270.0,26,66.0,28.0
KOKX,2023-07-21 12:00:00,4,100.0,16605.0,-59.9,-76.9,255.0,18,66.0,28.0
KOKX,2023-07-21 12:00:00,6,97.4,16764.0,M,M,260.0,17,66.0,28.0
KOKX,2023-07-21 12:00:00,6,95.0,M,M,M,240.0,24,66.0,28.0
KOKX,2023-07-21 12:00:00,6,92.8,17069.0,M,M,240.0,24,66.0,29.0
KOKX,2023-07-21 12:00:00,6,86.4,M,M,M,290.0,5,66.0,29.0
KOKX,2023-07-21 12:00:00,6,84.9,M,M,M,210.0,4,66.0,29.0
KOKX,2023-07-21 12:00:00,6,84.1,17678.0,M,M,290.0,5,66.0,29.0
KOKX,2023-07-21 12:00:00,5,82.8,17777.0,-61.9,-81.9,M,M,66.0,29.0
KOKX,2023-07-21 12:00:00,6,82.1,M,M,M,215.0,15,66.0,29.0
KOKX,2023-07-21 12:00:00,6,80.9,M,M,M,235.0,13,66.0,29.0
KOKX,2023-07-21 12:00:00,6,80.0,17983.0,M,M,215.0,15,66.0,29.0
KOKX,2023-07-21 12:00:00,6,78.4,M,M,M,215.0,10,66.0,29.0
KOKX,2023-07-21 12:00:00,5,77.0,18229.0,-59.9,-81.9,M,M,66.0,29.0
KOKX,2023-07-21 12:00:00,6,76.2,18288.0,M,M,235.0,12,66.0,29.0
KOKX,2023-07-21 12:00:00,6,72.6,M,M,M,260.0,12,66.0,29.0
KOKX,2023-07-21 12:00:00,6,71.5,M,M,M,250.0,11,66.0,30.0
KOKX,2023-07-21 12:00:00,4,70.0,18824.0,-59.1,-83.1,265.0,12,66.0,30.0
KOKX,2023-07-21 12:00:00,6,69.4,M,M,M,275.0,11,66.0,30.0
KOKX,2023-07-21 12:00:00,6,67.2,M,M,M,180.0,7,66.0,30.0
KOKX,2023-07-21 12:00:00,6,66.1,M,M,M,195.0,9,66.0,30.0
KOKX,2023-07-21 12:00:00,6,65.9,19202.0,M,M,275.0,11,66.0,30.0
KOKX,2023-07-21 12:00:00,6,62.9,M,M,M,110.0,5,66.0,30.0
KOKX,2023-07-21 12:00:00,6,60.8,M,M,M,280.0,1,66.0,30.0
KOKX,2023-07-21 12:00:00,6,59.8,M,M,M,95.0,5,66.0,30.0
KOKX,2023-07-21 12:00:00,5,58.3,19971.0,-58.7,-83.7,M,M,66.0,30.0
KOKX,2023-07-21 12:00:00,6,57.9,M,M,M,140.0,5,66.0,30.0
KOKX,2023-07-21 12:00:00,6,55.1,M,M,M,45.0,7,66.0,30.0
KOKX,2023-07-21 12:00:00,5,54.5,20395.0,-58.1,-83.1,M,M,66.0,30.0
KOKX,2023-07-21 12:00:00,6,54.2,20422.0,M,M,140.0,5,66.0,30.0
KOKX,2023-07-21 12:00:00,5,51.7,20727.0,-58.3,-83.3,45.0,7,66.0,30.0
KOKX,2023-07-21 12:00:00,6,51.6,M,M,M,155.0,14,65.0,30.0
KOKX,2023-07-21 12:00:00,6,50.7,M,M,M,165.0,10,65.0,30.0
KOKX,2023-07-21 12:00:00,4,50.0,20937.0,-57.5,-82.5,155.0,6,65.0,30.0
KOKX,2023-07-21 12:00:00,5,49.5,21001.0,-57.1,-82.1,M,M,65.0,30.0
KOKX,2023-07-21 12:00:00,6,48.3,M,M,M,110.0,6,65.0,30.0
KOKX,2023-07-21 12:00:00,5,47.3,21289.0,-55.9,-80.9,M,M,65.0,30.0
KOKX,2023-07-21 12:00:00,6,46.9,21336.0,M,M,145.0,6,65.0,30.0
KOKX,2023-07-21 12:00:00,6,46.7,M,M,M,140.0,3,65.0,30.0
KOKX,2023-07-21 12:00:00,5,45.3,21564.0,-56.1,-81.1,M,M,65.0,30.0
KOKX,2023-07-21 12:00:00,6,44.7,21641.0,M,M,140.0,3,65.0,30.0
KOKX,2023-07-21 12:00:00,6,44.4,M,M,M,330.0,5,65.0,30.0
KOKX,2023-07-21 12:00:00,5,44.2,21720.0,-56.1,-81.1,M,M,65.0,30.0
KOKX,2023-07-21 12:00:00,6,43.7,M,M,M,20.0,11,65.0,29.0
KOKX,2023-07-21 12:00:00,5,43.3,21851.0,-55.9,-80.9,M,M,65.0,29.0
KOKX,2023-07-21 12:00:00,6,42.9,M,M,M,50.0,15,65.0,29.0
KOKX,2023-07-21 12:00:00,6,42.6,21946.0,M,M,330.0,5,65.0,29.0
KOKX,2023-07-21 12:00:00,6,40.0,M,M,M,85.0,25,65.0,29.0
KOKX,2023-07-21 12:00:00,5,39.2,22485.0,-54.7,-79.7,M,M,65.0,29.0
KOKX,2023-07-21 12:00:00,6,37.9,M,M,M,95.0,16,65.0,29.0
KOKX,2023-07-21 12:00:00,6,36.9,22860.0,M,M,85.0,25,65.0,29.0
KOKX,2023-07-21 12:00:00,6,36.1,M,M,M,65.0,14,65.0,28.0
KOKX,2023-07-21 12:00:00,6,35.2,23165.0,M,M,95.0,16,64.0,28.0
KOKX,2023-07-21 12:00:00,6,33.6,23470.0,M,M,65.0,14,64.0,28.0
KOKX,2023-07-21 12:00:00,6,33.0,M,M,M,105.0,30,64.0,28.0
KOKX,2023-07-21 12:00:00,6,32.4,M,M,M,110.0,27,64.0,28.0
KOKX,2023-07-21 12:00:00,6,31.3,M,M,M,80.0,16,64.0,28.0
KOKX,2023-07-21 12:00:00,6,30.7,M,M,M,75.0,20,64.0,28.0
KOKX,2023-07-21 12:00:00,5,30.0,24201.0,-53.1,-78.1,90.0,23,64.0,27.0
KOKX,2023-07-21 12:00:00,5,29.6,24288.0,-52.9,-77.9,M,M,63.0,27.0
KOKX,2023-07-21 12:00:00,6,29.2,24384.0,M,M,70.0,18,63.0,27.0
KOKX,2023-07-21 12:00:00,6,28.1,M,M,M,100.0,25,63.0,27.0
KOKX,2023-07-21 12:00:00,6,26.5,24994.0,M,M,100.0,25,62.0,26.0
KOKX,2023-07-21 12:00:00,6,26.2,M,M,M,85.0,24,62.0,26.0
KOKX,2023-07-21 12:00:00,6,23.5,M,M,M,110.0,20,61.0,26.0
KOKX,2023-07-21 12:00:00,5,22.5,26063.0,-51.1,-76.1,M,M,61.0,25.0
KOKX,2023-07-21 12:00:00,6,21.9,M,M,M,85.0,27,61.0,25.0
KOKX,2023-07-21 12:00:00,6,21.0,26518.0,M,M,85.0,27,60.0,25.0
KOKX,2023-07-21 12:00:00,5,20.9,26542.0,-51.3,-76.3,M,M,60.0,25.0
KOKX,2023-07-21 12:00:00,6,20.7,M,M,M,95.0,32,60.0,25.0
KOKX,2023-07-21 12:00:00,5,20.0,26828.0,-50.9,-75.9,105.0,25,60.0,24.0
KOKX,2023-07-21 12:00:00,6,19.6,M,M,M,95.0,23,59.0,24.0
KOKX,2023-07-21 12:00:00,5,18.5,27337.0,-49.3,-75.3,M,M,59.0,24.0
KOKX,2023-07-21 12:00:00,6,18.2,27432.0,M,M,90.0,24,59.0,24.0
KOKX,2023-07-21 12:00:00,6,17.4,27737.0,M,M,85.0,15,58.0,23.0
KOKX,2023-07-21 12:00:00,6,17.2,M,M,M,55.0,17,58.0,23.0
KOKX,2023-07-21 12:00:00,5,17.0,27894.0,-47.3,-73.3,M,M,58.0,23.0
KOKX,2023-07-21 12:00:00,6,16.3,M,M,M,85.0,31,58.0,23.0
KOKX,2023-07-21 12:00:00,6,15.9,28346.0,M,M,55.0,17,58.0,23.0
KOKX,2023-07-21 12:00:00,6,15.7,M,M,M,80.0,24,58.0,23.0
KOKX,2023-07-21 12:00:00,5,15.3,28592.0,-46.3,-73.3,M,M,57.0,22.0
KOKX,2023-07-21 12:00:00,6,15.1,M,M,M,80.0,31,57.0,22.0
KOKX,2023-07-21 12:00:00,6,13.5,M,M,M,80.0,22,56.0,21.0
KOKX,2023-07-21 12:00:00,6,12.6,29870.0,M,M,80.0,22,56.0,21.0
KOKX,2023-07-21 12:00:00,6,12.5,M,M,M,65.0,30,56.0,21.0
KOKX,2023-07-21 12:00:00,6,11.6,M,M,M,80.0,25,55.0,20.0
KOKX,2023-07-21 12:00:00,6,11.5,30480.0,M,M,65.0,29,55.0,20.0
KOKX,2023-07-21 12:00:00,4,10.6,31045.0,-43.3,-68.3,M,M,54.0,19.0
KOKX,2023-07-21 12:00:00,6,10.2,M,M,M,85.0,42,53.0,18.0
KOKX,2023-07-21 12:00:00,4,10.0,31438.0,-42.1,-68.1,85.0,42,53.0,18.0
KOKX,2023-07-21 12:00:00,6,9.5,M,M,M,85.0,32,51.0,18.0
KOKX,2023-07-21 12:00:00,6,8.8,M,M,M,75.0,34,50.0,17.0
KOKX,2023-07-21 12:00:00,5,8.7,32390.0,-37.1,-65.1,M,M,50.0,17.0
KOKX,2023-07-21 12:00:00,6,8.6,32512.0,M,M,85.0,32,49.0,16.0
KOKX,2023-07-21 12:00:00,6,8.1,M,M,M,85.0,54,48.0,16.0
KOKX,2023-07-21 12:00:00,6,7.9,33020.0,M,M,75.0,34,47.0,15.0
KOKX,2023-07-21 12:00:00,5,7.4,33510.0,-36.3,-62.3,105.0,38,45.0,15.0
KOKX,2023-07-21 12:00:00,5,7.0,33895.0,-37.5,-62.5,90.0,40,42.0,14.0
KOKX,2023-07-21 12:00:00,5,6.8,34095.0,-38.1,-63.1,M,M,41.0,14.0
KOKX,2023-07-21 12:00:00,5,6.6,34300.0,-37.9,-63.9,100.0,42,39.0,14.0
