station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOKX,2023-07-21 00:00:00,6,819.1,1829.0,M,M,265.0,4,350.0,0.0
KOKX,2023-07-21 00:00:00,6,812.0,M,M,M,250.0,4,353.0,0.0
KOKX,2023-07-21 00:00:00,5,803.0,1998.0,11.8,5.8,M,M,357.0,0.0
KOKX,2023-07-21 00:00:00,6,793.0,M,M,M,280.0,4,0.0,0.0
KOKX,2023-07-21 00:00:00,6,789.9,2134.0,M,M,275.0,4,1.0,0.0
KOKX,2023-07-21 00:00:00,5,767.0,2380.0,9.6,-0.4,M,M,12.0,0.0
KOKX,2023-07-21 00:00:00,6,761.6,2438.0,M,M,320.0,7,15.0,0.0
KOKX,2023-07-21 00:00:00,6,748.0,M,M,M,330.0,14,30.0,0.0
KOKX,2023-07-21 00:00:00,5,746.0,2610.0,8.0,2.0,M,M,33.0,0.0
KOKX,2023-07-21 00:00:00,5,741.0,2665.0,7.8,0.8,M,M,44.0,0.0
KOKX,2023-07-21 00:00:00,6,734.0,2743.0,M,M,325.0,17,62.0,0.0
KOKX,2023-07-21 00:00:00,5,732.0,2766.0,7.8,-0.2,M,M,67.0,0.0
KOKX,2023-07-21 00:00:00,5,719.0,2914.0,6.8,0.8,M,M,96.0,0.0
KOKX,2023-07-21 00:00:00,6,708.0,M,M,M,320.0,23,110.0,0.0
KOKX,2023-07-21 00:00:00,4,700.0,3134.0,6.2,0.2,320.0,22,116.0,0.0
KOKX,2023-07-21 00:00:00,5,660.0,3614.0,3.2,-6.8,M,M,123.0,1.0
KOKX,2023-07-21 00:00:00,6,659.0,M,M,M,300.0,18,123.0,1.0
KOKX,2023-07-21 00:00:00,6,656.2,3658.0,M,M,300.0,18,123.0,1.0
KOKX,2023-07-21 00:00:00,5,636.0,3913.0,1.2,-11.8,M,M,121.0,1.0
KOKX,2023-07-21 00:00:00,5,628.0,4014.0,1.0,-19.0,M,M,120.0,1.0
KOKX,2023-07-21 00:00:00,6,613.0,M,M,M,280.0,24,118.0,1.0
KOKX,2023-07-21 00:00:00,6,608.4,4267.0,M,M,280.0,24,117.0,1.0
KOKX,2023-07-21 00:00:00,6,576.0,M,M,M,260.0,24,110.0,2.0
KOKX,2023-07-21 00:00:00,6,563.3,4877.0,M,M,260.0,25,108.0,2.0
KOKX,2023-07-21 00:00:00,6,542.0,M,M,M,270.0,26,104.0,2.0
KOKX,2023-07-21 00:00:00,6,541.9,5182.0,M,M,270.0,26,104.0,2.0
KOKX,2023-07-21 00:00:00,4,500.0,5807.0,-10.3,-24.3,255.0,23,99.0,3.0
KOKX,2023-07-21 00:00:00,6,493.0,M,M,M,255.0,21,99.0,3.0
KOKX,2023-07-21 00:00:00,5,491.0,5946.0,-11.3,-24.3,M,M,98.0,3.0
KOKX,2023-07-21 00:00:00,6,481.7,6096.0,M,M,255.0,21,97.0,4.0
KOKX,2023-07-21 00:00:00,6,469.0,M,M,M,265.0,26,96.0,4.0
KOKX,2023-07-21 00:00:00,6,462.8,6401.0,M,M,265.0,26,96.0,4.0
KOKX,2023-07-21 00:00:00,5,449.0,6626.0,-16.3,-22.3,M,M,95.0,4.0
KOKX,2023-07-21 00:00:00,6,423.0,M,M,M,240.0,22,92.0,5.0
KOKX,2023-07-21 00:00:00,6,409.3,7315.0,M,M,240.0,22,91.0,5.0
KOKX,2023-07-21 00:00:00,4,400.0,7485.0,-21.9,-24.7,255.0,31,90.0,5.0
KOKX,2023-07-21 00:00:00,6,394.0,M,M,M,260.0,34,89.0,5.0
KOKX,2023-07-21 00:00:00,6,392.5,7620.0,M,M,255.0,32,89.0,5.0
KOKX,2023-07-21 00:00:00,5,390.0,7671.0,-23.1,-25.8,M,M,89.0,6.0
KOKX,2023-07-21 00:00:00,6,336.0,M,M,M,250.0,41,84.0,8.0
KOKX,2023-07-21 00:00:00,6,331.3,8839.0,M,M,250.0,41,84.0,8.0
KOKX,2023-07-21 00:00:00,5,331.0,8850.0,-32.5,-35.9,M,M,84.0,8.0
KOKX,2023-07-21 00:00:00,6,317.2,9144.0,M,M,250.0,43,83.0,9.0
KOKX,2023-07-21 00:00:00,5,316.0,9175.0,-35.3,-37.8,M,M,83.0,9.0
KOKX,2023-07-21 00:00:00,4,300.0,9534.0,-38.5,-43.5,245.0,45,81.0,9.0
KOKX,2023-07-21 00:00:00,6,273.0,M,M,M,255.0,55,80.0,11.0
KOKX,2023-07-21 00:00:00,6,265.4,10363.0,M,M,255.0,55,79.0,12.0
KOKX,2023-07-21 00:00:00,5,262.0,10453.0,-44.3,-57.3,M,M,79.0,12.0
KOKX,2023-07-21 00:00:00,6,255.0,M,M,M,255.0,57,79.0,13.0
KOKX,2023-07-21 00:00:00,6,253.7,10668.0,M,M,255.0,60,79.0,13.0
KOKX,2023-07-21 00:00:00,4,250.0,10766.0,-45.7,-58.7,255.0,58,79.0,13.0
KOKX,2023-07-21 00:00:00,5,245.0,10900.0,-46.5,-58.5,M,M,79.0,13.0
KOKX,2023-07-21 00:00:00,6,232.0,M,M,M,260.0,66,79.0,15.0
KOKX,2023-07-21 00:00:00,5,227.0,11404.0,-48.3,-61.3,260.0,58,79.0,15.0
KOKX,2023-07-21 00:00:00,5,225.0,11462.0,-48.3,-61.3,M,M,79.0,15.0
KOKX,2023-07-21 00:00:00,6,222.0,M,M,M,260.0,52,79.0,16.0
KOKX,2023-07-21 00:00:00,6,221.1,11582.0,M,M,260.0,66,79.0,16.0
KOKX,2023-07-21 00:00:00,5,216.0,11731.0,-48.7,-62.7,M,M,79.0,16.0
KOKX,2023-07-21 00:00:00,5,214.0,11792.0,-48.9,-62.9,M,M,79.0,17.0
KOKX,2023-07-21 00:00:00,6,211.1,11887.0,M,M,260.0,52,79.0,17.0
KOKX,2023-07-21 00:00:00,6,209.0,M,M,M,275.0,59,79.0,17.0
KOKX,2023-07-21 00:00:00,6,201.5,12192.0,M,M,275.0,59,80.0,18.0
KOKX,2023-07-21 00:00:00,4,200.0,12236.0,-49.3,-64.3,265.0,68,80.0,18.0
KOKX,2023-07-21 00:00:00,6,192.3,12497.0,M,M,265.0,67,80.0,19.0
KOKX,2023-07-21 00:00:00,5,188.0,12640.0,-49.9,-67.9,265.0,61,80.0,19.0
KOKX,2023-07-21 00:00:00,6,183.5,12802.0,M,M,265.0,61,80.0,20.0
KOKX,2023-07-21 00:00:00,6,178.0,M,M,M,260.0,72,80.0,21.0
KOKX,2023-07-21 00:00:00,5,176.0,13071.0,-50.5,-71.5,M,M,80.0,21.0
KOKX,2023-07-21 00:00:00,6,175.2,13106.0,M,M,260.0,72,80.0,21.0
KOKX,2023-07-21 00:00:00,6,163.0,M,M,M,270.0,67,80.0,23.0
KOKX,2023-07-21 00:00:00,6,159.5,13716.0,M,M,270.0,67,81.0,23.0
KOKX,2023-07-21 00:00:00,5,153.0,13977.0,-53.7,-79.7,M,M,81.0,24.0
KOKX,2023-07-21 00:00:00,4,150.0,14104.0,-54.1,-76.1,270.0,48,81.0,25.0
KOKX,2023-07-21 00:00:00,6,148.0,M,M,M,270.0,47,81.0,25.0
KOKX,2023-07-21 00:00:00,6,144.8,14326.0,M,M,270.0,47,81.0,25.0
KOKX,2023-07-21 00:00:00,6,140.0,M,M,M,280.0,44,82.0,26.0
KOKX,2023-07-21 00:00:00,6,138.1,14630.0,M,M,280.0,44,82.0,26.0
KOKX,2023-07-21 00:00:00,5,137.0,14682.0,-56.5,-84.5,M,M,82.0,26.0
KOKX,2023-07-21 00:00:00,6,131.0,M,M,M,255.0,26,82.0,27.0
KOKX,2023-07-21 00:00:00,5,127.0,15160.0,-59.1,-84.1,M,M,82.0,27.0
KOKX,2023-07-21 00:00:00,6,125.3,15240.0,M,M,255.0,26,82.0,27.0
KOKX,2023-07-21 00:00:00,6,125.0,M,M,M,235.0,31,82.0,27.0
KOKX,2023-07-21 00:00:00,5,122.0,15410.0,-61.1,-87.1,M,M,82.0,27.0
KOKX,2023-07-21 00:00:00,6,119.3,15545.0,M,M,235.0,31,81.0,27.0
KOKX,2023-07-21 00:00:00,5,119.0,15565.0,-61.3,-87.3,M,M,81.0,27.0
KOKX,2023-07-21 00:00:00,6,116.0,M,M,M,240.0,47,81.0,28.0
KOKX,2023-07-21 00:00:00,6,113.6,15850.0,M,M,240.0,47,81.0,28.0
KOKX,2023-07-21 00:00:00,6,113.0,M,M,M,245.0,35,81.0,28.0
KOKX,2023-07-21 00:00:00,5,112.0,15941.0,-61.1,-84.1,M,M,81.0,28.0
KOKX,2023-07-21 00:00:00,6,108.2,16154.0,M,M,245.0,35,80.0,29.0
KOKX,2023-07-21 00:00:00,6,106.0,M,M,M,255.0,41,80.0,29.0
KOKX,2023-07-21 00:00:00,5,105.0,16339.0,-63.5,-86.5,255.0,41,80.0,29.0
KOKX,2023-07-21 00:00:00,5,103.0,16457.0,-63.5,-86.5,M,M,80.0,29.0
KOKX,2023-07-21 00:00:00,6,102.9,16459.0,M,M,255.0,41,80.0,29.0
KOKX,2023-07-21 00:00:00,5,101.0,16577.0,-62.3,-84.3,M,M,80.0,30.0
KOKX,2023-07-21 00:00:00,4,100.0,16639.0,-61.9,-84.9,275.0,32,80.0,30.0
KOKX,2023-07-21 00:00:00,5,97.8,16777.0,-61.7,-85.7,M,M,80.0,30.0
KOKX,2023-07-21 00:00:00,6,97.5,M,M,M,285.0,25,80.0,30.0
KOKX,2023-07-21 00:00:00,6,93.7,M,M,M,250.0,14,81.0,30.0
KOKX,2023-07-21 00:00:00,6,93.3,17069.0,M,M,285.0,25,81.0,30.0
KOKX,2023-07-21 00:00:00,5,92.6,17114.0,-63.1,-90.1,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,5,90.7,17241.0,-63.7,-88.7,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,6,90.5,M,M,M,235.0,18,81.0,30.0
KOKX,2023-07-21 00:00:00,6,88.8,17374.0,M,M,250.0,14,81.0,30.0
KOKX,2023-07-21 00:00:00,5,88.6,17385.0,-63.3,-88.3,M,M,80.0,30.0
KOKX,2023-07-21 00:00:00,6,84.8,M,M,M,290.0,17,81.0,31.0
KOKX,2023-07-21 00:00:00,5,84.1,17706.0,-61.7,-88.7,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,82.0,M,M,M,255.0,16,81.0,31.0
KOKX,2023-07-21 00:00:00,5,77.8,18189.0,-60.3,-88.3,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,76.9,M,M,M,275.0,8,81.0,31.0
KOKX,2023-07-21 00:00:00,6,76.6,18288.0,M,M,265.0,15,81.0,31.0
KOKX,2023-07-21 00:00:00,6,75.6,M,M,M,260.0,7,81.0,31.0
KOKX,2023-07-21 00:00:00,6,72.1,M,M,M,310.0,1,81.0,31.0
KOKX,2023-07-21 00:00:00,6,71.0,M,M,M,290.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,4,70.0,18848.0,-60.1,-88.1,330.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,6,69.9,M,M,M,345.0,3,81.0,31.0
KOKX,2023-07-21 00:00:00,6,69.5,18898.0,M,M,310.0,1,81.0,31.0
KOKX,2023-07-21 00:00:00,6,68.8,M,M,M,105.0,3,81.0,31.0
KOKX,2023-07-21 00:00:00,5,66.9,19131.0,-59.7,-87.7,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,66.2,19202.0,M,M,105.0,3,81.0,31.0
KOKX,2023-07-21 00:00:00,6,65.5,M,M,M,285.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,5,65.4,19272.0,-59.5,-87.5,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,64.5,M,M,M,235.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,6,63.0,19507.0,M,M,285.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,6,60.3,M,M,M,335.0,5,81.0,31.0
KOKX,2023-07-21 00:00:00,6,60.1,19812.0,M,M,235.0,4,81.0,31.0
KOKX,2023-07-21 00:00:00,5,59.9,19825.0,-56.7,-85.7,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,59.4,M,M,M,5.0,6,81.0,31.0
KOKX,2023-07-21 00:00:00,6,56.5,M,M,M,85.0,10,81.0,31.0
KOKX,2023-07-21 00:00:00,6,54.6,20422.0,M,M,85.0,10,81.0,31.0
KOKX,2023-07-21 00:00:00,6,52.9,M,M,M,320.0,3,81.0,31.0
KOKX,2023-07-21 00:00:00,6,52.0,M,M,M,0.0,0,81.0,31.0
KOKX,2023-07-21 00:00:00,6,51.1,M,M,M,195.0,1,81.0,31.0
KOKX,2023-07-21 00:00:00,4,50.6,20897.0,-55.5,-84.5,M,M,81.0,31.0
KOKX,2023-07-21 00:00:00,6,50.3,M,M,M,355.0,6,81.0,31.0
KOKX,2023-07-21 00:00:00,4,50.0,20973.0,-55.3,-84.3,5.0,7,81.0,31.0
KOKX,2023-07-21 00:00:00,6,49.5,21031.0,M,M,195.0,1,81.0,31.0
KOKX,2023-07-21 00:00:00,6,49.4,M,M,M,35.0,9,81.0,31.0
KOKX,2023-07-21 00:00:00,5,47.2,21341.0,-54.9,-83.9,15.0,8,81.0,31.0
KOKX,2023-07-21 00:00:00,6,43.7,M,M,M,100.0,19,81.0,31.0
KOKX,2023-07-21 00:00:00,5,41.5,22164.0,-54.3,-83.3,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,5,41.1,22226.0,-54.3,-83.3,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,6,40.9,22250.0,M,M,100.0,19,81.0,30.0
KOKX,2023-07-21 00:00:00,5,40.6,22304.0,-54.3,-83.3,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,6,38.8,M,M,M,120.0,16,81.0,30.0
KOKX,2023-07-21 00:00:00,5,38.0,22729.0,-53.1,-83.1,M,M,81.0,30.0
KOKX,2023-07-21 00:00:00,6,37.6,M,M,M,90.0,10,81.0,30.0
KOKX,2023-07-21 00:00:00,6,37.2,22860.0,M,M,120.0,16,80.0,30.0
KOKX,2023-07-21 00:00:00,6,36.3,M,M,M,60.0,15,80.0,30.0
KOKX,2023-07-21 00:00:00,6,35.5,23165.0,M,M,90.0,10,80.0,30.0
KOKX,2023-07-21 00:00:00,6,35.0,M,M,M,100.0,15,80.0,30.0
KOKX,2023-07-21 00:00:00,6,33.9,23470.0,M,M,60.0,15,80.0,29.0
KOKX,2023-07-21 00:00:00,6,32.3,23774.0,M,M,100.0,15,80.0,29.0
KOKX,2023-07-21 00:00:00,6,31.9,M,M,M,50.0,6,80.0,29.0
KOKX,2023-07-21 00:00:00,5,31.2,24002.0,-52.3,-82.3,M,M,80.0,29.0
KOKX,2023-07-21 00:00:00,5,30.0,24255.0,-51.9,-81.9,105.0,18,80.0,29.0
KOKX,2023-07-21 00:00:00,5,29.8,24299.0,-51.9,-81.9,M,M,80.0,29.0
KOKX,2023-07-21 00:00:00,6,29.4,24384.0,M,M,60.0,11,80.0,29.0
KOKX,2023-07-21 00:00:00,5,28.9,24497.0,-51.5,-81.5,M,M,80.0,29.0
KOKX,2023-07-21 00:00:00,6,28.7,M,M,M,95.0,23,80.0,29.0
KOKX,2023-07-21 00:00:00,6,27.7,M,M,M,105.0,20,80.0,28.0
KOKX,2023-07-21 00:00:00,5,27.2,24890.0,-51.7,-81.7,M,M,80.0,28.0
KOKX,2023-07-21 00:00:00,6,26.7,24994.0,M,M,95.0,23,80.0,28.0
KOKX,2023-07-21 00:00:00,6,25.8,M,M,M,80.0,23,80.0,28.0
KOKX,2023-07-21 00:00:00,6,25.5,25298.0,M,M,105.0,20,80.0,28.0
KOKX,2023-07-21 00:00:00,6,24.4,M,M,M,95.0,20,80.0,27.0
KOKX,2023-07-21 00:00:00,6,21.5,M,M,M,80.0,29,79.0,26.0
KOKX,2023-07-21 00:00:00,5,20.0,26898.0,-48.5,-79.5,85.0,25,79.0,26.0
KOKX,2023-07-21 00:00:00,6,18.5,M,M,M,95.0,22,79.0,25.0
KOKX,2023-07-21 00:00:00,6,18.4,27432.0,M,M,85.0,26,79.0,25.0
KOKX,2023-07-21 00:00:00,6,17.9,M,M,M,70.0,18,79.0,25.0
KOKX,2023-07-21 00:00:00,6,17.6,27737.0,M,M,95.0,22,79.0,25.0
KOKX,2023-07-21 00:00:00,6,17.3,M,M,M,60.0,25,79.0,24.0
KOKX,2023-07-21 00:00:00,6,16.8,28042.0,M,M,70.0,18,79.0,24.0
KOKX,2023-07-21 00:00:00,6,16.1,28346.0,M,M,60.0,25,79.0,24.0
KOKX,2023-07-21 00:00:00,5,14.7,28941.0,-44.3,-77.3,M,M,80.0,23.0
KOKX,2023-07-21 00:00:00,6,14.6,M,M,M,90.0,28,80.0,23.0
KOKX,2023-07-21 00:00:00,6,13.8,M,M,M,90.0,23,79.0,22.0
KOKX,2023-07-21 00:00:00,6,12.8,29870.0,M,M,90.0,23,79.0,22.0
KOKX,2023-07-21 00:00:00,6,12.5,M,M,M,80.0,35,79.0,22.0
KOKX,2023-07-21 00:00:00,5,12.1,30249.0,-42.9,-76.9,M,M,79.0,21.0
KOKX,2023-07-21 00:00:00,6,11.7,30480.0,M,M,80.0,35,79.0,21.0
KOKX,2023-07-21 00:00:00,6,11.4,M,M,M,90.0,22,79.0,20.0
KOKX,2023-07-21 00:00:00,6,10.8,30988.0,M,M,90.0,22,79.0,20.0
KOKX,2023-07-21 00:00:00,4,10.7,31078.0,-42.7,-76.7,M,M,79.0,20.0
KOKX,2023-07-21 00:00:00,4,10.0,31534.0,-42.9,-76.9,80.0,31,79.0,19.0
KOKX,2023-07-21 00:00:00,6,9.4,M,M,M,90.0,36,78.0,18.0
KOKX,2023-07-21 00:00:00,6,9.3,32004.0,M,M,80.0,31,78.0,18.0
KOKX,2023-07-21 00:00:00,5,9.0,32250.0,-38.9,-74.9,M,M,78.0,18.0
KOKX,2023-07-21 00:00:00,6,8.8,M,M,M,100.0,32,78.0,18.0
KOKX,2023-07-21 00:00:00,5,8.5,32644.0,-36.3,-72.3,M,M,77.0,17.0
KOKX,2023-07-21 00:00:00,5,8.1,32979.0,-35.3,-71.3,M,M,77.0,17.0
KOKX,2023-07-21 00:00:00,6,8.0,33020.0,M,M,100.0,32,76.0,17.0
KOKX,2023-07-21 00:00:00,6,7.5,33528.0,M,M,65.0,25,76.0,16.0
KOKX,2023-07-21 00:00:00,5,7.4,33607.0,-36.5,-71.5,85.0,32,76.0,16.0
