station,validUTC,levelcode,pressure_mb,height_m,tmpc,dwpc,drct,speed_kts,bearing,range_sm
KOKX,2023-07-31 00:00:00,6,113.8,15850.0,M,M,255.0,60,78.0,41.0
KOKX,2023-07-31 00:00:00,5,113.0,15888.0,-65.5,-92.5,M,M,78.0,41.0
KOKX,2023-07-31 00:00:00,6,110.0,M,M,M,265.0,41,78.0,42.0
KOKX,2023-07-31 00:00:00,5,107.0,16219.0,-66.5,-93.5,M,M,78.0,42.0
KOKX,2023-07-31 00:00:00,5,105.0,16333.0,-66.9,-93.9,265.0,48,79.0,42.0
KOKX,2023-07-31 00:00:00,5,103.0,16449.0,-67.1,-94.1,M,M,79.0,43.0
KOKX,2023-07-31 00:00:00,6,102.9,16459.0,M,M,265.0,41,79.0,43.0
KOKX,2023-07-31 00:00:00,6,102.0,M,M,M,270.0,50,79.0,43.0
KOKX,2023-07-31 00:00:00,5,101.0,16567.0,-66.7,-93.7,M,M,79.0,43.0
KOKX,2023-07-31 00:00:00,4,100.0,16627.0,-66.5,-93.5,270.0,42,79.0,43.0
KOKX,2023-07-31 00:00:00,5,97.2,16800.0,-64.5,-91.5,M,M,79.0,44.0
KOKX,2023-07-31 00:00:00,5,94.4,16979.0,-63.3,-91.3,M,M,79.0,44.0
KOKX,2023-07-31 00:00:00,5,92.5,17104.0,-62.9,-90.9,M,M,79.0,44.0
KOKX,2023-07-31 00:00:00,6,88.6,17374.0,M,M,265.0,29,79.0,45.0
KOKX,2023-07-31 00:00:00,5,87.5,17447.0,-61.1,-89.1,M,M,79.0,45.0
KOKX,2023-07-31 00:00:00,6,85.4,M,M,M,260.0,14,79.0,45.0
KOKX,2023-07-31 00:00:00,6,81.6,M,M,M,225.0,22,79.0,45.0
KOKX,2023-07-31 00:00:00,6,80.3,17983.0,M,M,260.0,14,79.0,45.0
KOKX,2023-07-31 00:00:00,6,78.1,M,M,M,250.0,21,79.0,45.0
KOKX,2023-07-31 00:00:00,5,76.8,18258.0,-60.3,-89.3,M,M,79.0,46.0
KOKX,2023-07-31 00:00:00,6,76.5,18288.0,M,M,235.0,21,79.0,46.0
KOKX,2023-07-31 00:00:00,6,74.6,M,M,M,235.0,27,79.0,46.0
KOKX,2023-07-31 00:00:00,5,71.5,18704.0,-59.9,-88.9,M,M,78.0,46.0
KOKX,2023-07-31 00:00:00,6,70.2,M,M,M,255.0,29,78.0,46.0
KOKX,2023-07-31 00:00:00,4,70.0,18837.0,-60.1,-89.1,250.0,29,78.0,46.0
KOKX,2023-07-31 00:00:00,6,69.4,18898.0,M,M,245.0,33,78.0,46.0
KOKX,2023-07-31 00:00:00,5,69.3,18899.0,-60.3,-89.3,M,M,78.0,46.0
KOKX,2023-07-31 00:00:00,5,68.7,18953.0,-60.5,-89.5,M,M,78.0,47.0
KOKX,2023-07-31 00:00:00,6,65.3,M,M,M,235.0,23,78.0,47.0
KOKX,2023-07-31 00:00:00,5,64.1,19386.0,-59.3,-88.3,M,M,78.0,47.0
KOKX,2023-07-31 00:00:00,5,62.1,19584.0,-58.9,-87.9,M,M,78.0,47.0
KOKX,2023-07-31 00:00:00,5,60.8,19717.0,-59.1,-88.1,M,M,78.0,47.0
KOKX,2023-07-31 00:00:00,6,60.4,M,M,M,260.0,13,78.0,47.0
KOKX,2023-07-31 00:00:00,6,59.9,19812.0,M,M,260.0,17,78.0,47.0
KOKX,2023-07-31 00:00:00,6,57.6,M,M,M,290.0,20,78.0,48.0
KOKX,2023-07-31 00:00:00,5,55.4,20302.0,-57.5,-87.5,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,54.4,20422.0,M,M,290.0,20,78.0,48.0
KOKX,2023-07-31 00:00:00,5,53.2,20558.0,-56.7,-86.7,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,52.6,M,M,M,340.0,9,79.0,48.0
KOKX,2023-07-31 00:00:00,6,51.9,20726.0,M,M,320.0,13,79.0,48.0
KOKX,2023-07-31 00:00:00,6,51.8,M,M,M,55.0,6,79.0,48.0
KOKX,2023-07-31 00:00:00,4,50.0,20952.0,-55.5,-85.5,175.0,7,79.0,48.0
KOKX,2023-07-31 00:00:00,6,49.5,M,M,M,190.0,4,79.0,48.0
KOKX,2023-07-31 00:00:00,6,48.7,M,M,M,170.0,2,79.0,48.0
KOKX,2023-07-31 00:00:00,6,48.0,M,M,M,75.0,3,79.0,48.0
KOKX,2023-07-31 00:00:00,6,47.1,21336.0,M,M,185.0,5,78.0,48.0
KOKX,2023-07-31 00:00:00,5,46.9,21361.0,-54.7,-84.7,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,5,45.9,21498.0,-54.7,-84.7,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,45.7,M,M,M,155.0,9,78.0,48.0
KOKX,2023-07-31 00:00:00,6,44.9,21641.0,M,M,75.0,3,78.0,48.0
KOKX,2023-07-31 00:00:00,5,44.4,21711.0,-54.1,-85.1,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,44.2,M,M,M,185.0,5,78.0,48.0
KOKX,2023-07-31 00:00:00,6,42.9,M,M,M,145.0,9,78.0,48.0
KOKX,2023-07-31 00:00:00,6,41.6,M,M,M,150.0,15,78.0,48.0
KOKX,2023-07-31 00:00:00,6,40.9,22250.0,M,M,145.0,9,78.0,48.0
KOKX,2023-07-31 00:00:00,6,40.3,M,M,M,160.0,10,78.0,48.0
KOKX,2023-07-31 00:00:00,5,39.2,22510.0,-54.1,-84.1,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,38.4,M,M,M,165.0,17,78.0,48.0
KOKX,2023-07-31 00:00:00,6,37.2,M,M,M,175.0,7,78.0,48.0
KOKX,2023-07-31 00:00:00,5,37.0,22881.0,-53.5,-84.5,M,M,78.0,48.0
KOKX,2023-07-31 00:00:00,6,36.5,M,M,M,155.0,7,78.0,48.0
KOKX,2023-07-31 00:00:00,6,35.5,23165.0,M,M,175.0,7,77.0,48.0
KOKX,2023-07-31 00:00:00,5,35.4,23165.0,-53.1,-83.1,M,M,77.0,48.0
KOKX,2023-07-31 00:00:00,6,34.1,M,M,M,330.0,5,77.0,48.0
KOKX,2023-07-31 00:00:00,6,33.8,23470.0,M,M,155.0,7,77.0,48.0
KOKX,2023-07-31 00:00:00,6,33.6,M,M,M,5.0,7,77.0,48.0
KOKX,2023-07-31 00:00:00,5,31.6,23895.0,-53.9,-83.9,M,M,77.0,48.0
KOKX,2023-07-31 00:00:00,6,30.9,M,M,M,140.0,16,77.0,48.0
KOKX,2023-07-31 00:00:00,5,30.0,24229.0,-53.1,-84.1,110.0,8,77.0,48.0
KOKX,2023-07-31 00:00:00,5,29.9,24250.0,-53.1,-84.1,100.0,8,77.0,48.0
KOKX,2023-07-31 00:00:00,6,29.3,24384.0,M,M,135.0,16,77.0,48.0
KOKX,2023-07-31 00:00:00,6,29.0,M,M,M,95.0,18,77.0,48.0
KOKX,2023-07-31 00:00:00,5,28.6,24537.0,-52.1,-83.1,M,M,77.0,48.0
KOKX,2023-07-31 00:00:00,5,28.0,24675.0,-51.7,-82.7,M,M,77.0,47.0
KOKX,2023-07-31 00:00:00,6,27.6,M,M,M,120.0,13,77.0,47.0
KOKX,2023-07-31 00:00:00,6,26.7,24994.0,M,M,95.0,18,77.0,47.0
KOKX,2023-07-31 00:00:00,5,26.6,25008.0,-50.9,-81.9,M,M,77.0,47.0
KOKX,2023-07-31 00:00:00,6,26.3,M,M,M,65.0,14,77.0,47.0
KOKX,2023-07-31 00:00:00,5,26.2,25106.0,-50.9,-81.9,M,M,77.0,47.0
KOKX,2023-07-31 00:00:00,6,25.5,M,M,M,100.0,18,77.0,47.0
KOKX,2023-07-31 00:00:00,6,25.1,M,M,M,80.0,15,77.0,47.0
KOKX,2023-07-31 00:00:00,6,24.3,M,M,M,110.0,19,77.0,47.0
KOKX,2023-07-31 00:00:00,5,23.1,25931.0,-47.7,-79.7,80.0,22,77.0,46.0
KOKX,2023-07-31 00:00:00,6,21.9,M,M,M,95.0,15,76.0,46.0
KOKX,2023-07-31 00:00:00,6,21.6,M,M,M,75.0,20,76.0,46.0
KOKX,2023-07-31 00:00:00,6,21.1,26518.0,M,M,85.0,23,76.0,46.0
KOKX,2023-07-31 00:00:00,6,20.8,M,M,M,90.0,31,76.0,46.0
KOKX,2023-07-31 00:00:00,5,20.0,26886.0,-46.1,-79.1,95.0,20,76.0,45.0
KOKX,2023-07-31 00:00:00,6,19.1,M,M,M,65.0,17,76.0,45.0
KOKX,2023-07-31 00:00:00,6,18.4,27432.0,M,M,80.0,18,76.0,45.0
KOKX,2023-07-31 00:00:00,6,17.9,M,M,M,105.0,22,76.0,45.0
KOKX,2023-07-31 00:00:00,6,17.6,27737.0,M,M,65.0,17,76.0,44.0
KOKX,2023-07-31 00:00:00,6,17.3,M,M,M,90.0,22,76.0,44.0
KOKX,2023-07-31 00:00:00,6,16.8,28042.0,M,M,105.0,22,76.0,44.0
KOKX,2023-07-31 00:00:00,6,16.7,M,M,M,100.0,22,76.0,44.0
KOKX,2023-07-31 00:00:00,6,16.1,28346.0,M,M,90.0,22,76.0,44.0
KOKX,2023-07-31 00:00:00,5,15.9,28417.0,-43.9,-76.9,M,M,76.0,44.0
KOKX,2023-07-31 00:00:00,6,15.4,M,M,M,90.0,20,76.0,43.0
KOKX,2023-07-31 00:00:00,5,15.2,28719.0,-44.3,-77.3,M,M,76.0,43.0
KOKX,2023-07-31 00:00:00,6,14.3,M,M,M,110.0,18,76.0,43.0
KOKX,2023-07-31 00:00:00,5,12.9,29821.0,-43.1,-76.1,95.0,18,75.0,42.0
KOKX,2023-07-31 00:00:00,6,12.5,M,M,M,80.0,26,75.0,42.0
KOKX,2023-07-31 00:00:00,6,11.7,30480.0,M,M,80.0,23,75.0,41.0
KOKX,2023-07-31 00:00:00,5,11.5,30596.0,-42.5,-75.5,M,M,75.0,41.0
KOKX,2023-07-31 00:00:00,6,11.3,M,M,M,85.0,32,75.0,41.0
KOKX,2023-07-31 00:00:00,6,10.9,M,M,M,85.0,26,75.0,41.0
KOKX,2023-07-31 00:00:00,4,10.2,31408.0,-41.3,-75.3,100.0,27,75.0,40.0
KOKX,2023-07-31 00:00:00,4,10.1,31474.0,-41.1,-75.1,M,M,74.0,40.0
KOKX,2023-07-31 00:00:00,4,10.0,31542.0,-41.3,-75.3,95.0,25,74.0,40.0
KOKX,2023-07-31 00:00:00,5,9.9,31610.0,-41.3,-75.3,90.0,25,74.0,40.0
